	text	label
731	If you have not seen this movie, I definitely recommend it!  	1
732	She is as lovely as usual, this cutie!  	1
733	Still it's quite interesting and entertaining to follow.  	1
734	;) Recommend with confidence!  	1
735	This movie is well-balanced with comedy and drama and I thoroughly enjoyed myself.  	1
736	It was a riot to see Hugo Weaving play a sex-obsessed gay real estate salesman who uses his clients' houses for his trysts with the flaming Darren (Tom Hollander).  	1
737	:) Anyway, the plot flowed smoothly and the male-bonding scenes were a hoot.  	1
738	The opening sequence of this gem is a classic, and the cat n mouse games that follow are a delight to watch.  	1
739	Fans of the genre will be in heaven.  	1
740	Lange had become a great actress.  	1
741	It looked like a wonderful story.  	1
742	I never walked out of a movie faster.  	0
743	I just got bored watching Jessice Lange take her clothes off!  	0
744	Unfortunately, any virtue in this film's production work was lost on a regrettable script.  	0
745	In a word, it is embarrassing.  	0
746	Exceptionally bad!  	0
747	All in all its an insult to one's intelligence and a huge waste of money.  	0
0	Wow... Loved this place.	1
1	Crust is not good.	0
2	Not tasty and the texture was just nasty.	0
3	Stopped by during the late May bank holiday off Rick Steve recommendation and loved it.	1
4	The selection on the menu was great and so were the prices.	1
5	Now I am getting angry and I want my damn pho.	0
6	Honeslty it didn't taste THAT fresh.)	0
7	The potatoes were like rubber and you could tell they had been made up ahead of time being kept under a warmer.	0
8	The fries were great too.	1
9	A great touch.	1
10	Service was very prompt.	1
11	Would not go back.	0
12	The cashier had no care what so ever on what I had to say it still ended up being wayyy overpriced.	0
13	I tried the Cape Cod ravoli, chicken,with cranberry...mmmm!	1
14	I was disgusted because I was pretty sure that was human hair.	0
15	I was shocked because no signs indicate cash only.	0
16	Highly recommended.	1
17	Waitress was a little slow in service.	0
18	This place is not worth your time, let alone Vegas.	0
19	did not like at all.	0
20	The Burrittos Blah!	0
21	The food, amazing.	1
22	Service is also cute.	1
23	I could care less... The interior is just beautiful.	1
24	So they performed.	1
25	That's right....the red velvet cake.....ohhh this stuff is so good.	1
26	- They never brought a salad we asked for.	0
27	This hole in the wall has great Mexican street tacos, and friendly staff.	1
28	Took an hour to get our food only 4 tables in restaurant my food was Luke warm, Our sever was running around like he was totally overwhelmed.	0
29	The worst was the salmon sashimi.	0
30	Also there are combos like a burger, fries, and beer for 23 which is a decent deal.	1
31	This was like the final blow!	0
32	I found this place by accident and I could not be happier.	1
33	seems like a good quick place to grab a bite of some familiar pub food, but do yourself a favor and look elsewhere.	0
34	Overall, I like this place a lot.	1
35	The only redeeming quality of the restaurant was that it was very inexpensive.	1
36	Ample portions and good prices.	1
37	Poor service, the waiter made me feel like I was stupid every time he came to the table.	0
38	My first visit to Hiro was a delight!	1
39	Service sucks.	0
40	The shrimp tender and moist.	1
41	There is not a deal good enough that would drag me into that establishment again.	0
42	Hard to judge whether these sides were good because we were grossed out by the melted styrofoam and didn't want to eat it for fear of getting sick.	0
43	On a positive note, our server was very attentive and provided great service.	1
44	Frozen pucks of disgust, with some of the worst people behind the register.	0
45	The only thing I did like was the prime rib and dessert section.	1
46	It's too bad the food is so damn generic.	0
47	The burger is good beef, cooked just right.	1
48	If you want a sandwich just go to any Firehouse!!!!!	1
49	My side Greek salad with the Greek dressing was so tasty, and the pita and hummus was very refreshing.	1
50	We ordered the duck rare and it was pink and tender on the inside with a nice char on the outside.	1
51	He came running after us when he realized my husband had left his sunglasses on the table.	1
52	Their chow mein is so good!	1
53	They have horrible attitudes towards customers, and talk down to each one when customers don't enjoy their food.	0
54	The portion was huge!	1
55	Loved it...friendly servers, great food, wonderful and imaginative menu.	1
56	The Heart Attack Grill in downtown Vegas is an absolutely flat-lined excuse for a restaurant.	0
57	Not much seafood and like 5 strings of pasta at the bottom.	0
58	The salad had just the right amount of sauce to not over power the scallop, which was perfectly cooked.	1
59	The ripped banana was not only ripped, but petrified and tasteless.	0
60	At least think to refill my water before I struggle to wave you over for 10 minutes.	0
61	This place receives stars for their APPETIZERS!!!	1
62	The cocktails are all handmade and delicious.	1
63	We'd definitely go back here again.	1
64	We are so glad we found this place.	1
65	Great food and service, huge portions and they give a military discount.	1
66	Always a great time at Dos Gringos!	1
67	Update.....went back for a second time and it was still just as amazing	1
68	We got the food and apparently they have never heard of salt and the batter on the fish was chewy.	0
69	A great way to finish a great.	1
70	The deal included 5 tastings and 2 drinks, and Jeff went above and beyond what we expected.	1
71	- Really, really good rice, all the time.	1
72	The service was meh.	0
73	It took over 30 min to get their milkshake, which was nothing more than chocolate milk.	0
74	I guess I should have known that this place would suck, because it is inside of the Excalibur, but I didn't use my common sense.	0
75	The scallop dish is quite appalling for value as well.	0
76	2 times - Very Bad Customer Service !	0
77	The sweet potato fries were very good and seasoned well.	1
78	Today is the second time I've been to their lunch buffet and it was pretty good.	1
79	There is so much good food in Vegas that I feel cheated for wasting an eating opportunity by going to Rice and Company.	0
